ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20101214,NE,63.4,36.6,9.96,0,0,0,12/14/10,12/20/10,1
20101207,NE,63.4,36.6,9.95,0,0,0,12/7/10,12/13/10,1
20101130,NE,63.4,36.6,9.95,0,0,0,11/30/10,12/6/10,1
20101123,NE,63.4,36.6,9.95,0,0,0,11/23/10,11/29/10,1
20101116,NE,63.4,36.6,9.95,0,0,0,11/16/10,11/22/10,1
20101109,NE,62.64,37.36,9.96,0,0,0,11/9/10,11/15/10,1
20101102,NE,69.62,30.38,9.96,0,0,0,11/2/10,11/8/10,1
20101026,NE,69.62,30.38,9.96,0,0,0,10/26/10,11/1/10,1
20101019,NE,79.01,20.99,7.09,0,0,0,10/19/10,10/25/10,1
20101012,NE,82.44,17.56,0,0,0,0,10/12/10,10/18/10,1
20101005,NE,80.59,19.41,0,0,0,0,10/5/10,10/11/10,1
20100928,NE,80.59,19.41,0,0,0,0,9/28/10,10/4/10,1
20100921,NE,79.78,20.22,0,0,0,0,9/21/10,9/27/10,1
20100914,NE,94.01,5.99,0,0,0,0,9/14/10,9/20/10,1
20100907,NE,95.63,4.37,0,0,0,0,9/7/10,9/13/10,1
20100831,NE,96.72,3.28,0,0,0,0,8/31/10,9/6/10,1
20100824,NE,96.72,3.28,0,0,0,0,8/24/10,8/30/10,1
20100817,NE,87.95,12.05,0,0,0,0,8/17/10,8/23/10,1
20100810,NE,100,0,0,0,0,0,8/10/10,8/16/10,1
20100803,NE,100,0,0,0,0,0,8/3/10,8/9/10,1
20100727,NE,100,0,0,0,0,0,7/27/10,8/2/10,1
20100720,NE,100,0,0,0,0,0,7/20/10,7/26/10,1
20100713,NE,100,0,0,0,0,0,7/13/10,7/19/10,1
20100706,NE,100,0,0,0,0,0,7/6/10,7/12/10,1
20100629,NE,100,0,0,0,0,0,6/29/10,7/5/10,1
20100622,NE,100,0,0,0,0,0,6/22/10,6/28/10,1
20100615,NE,100,0,0,0,0,0,6/15/10,6/21/10,1
20100608,NE,100,0,0,0,0,0,6/8/10,6/14/10,1
20100601,NE,100,0,0,0,0,0,6/1/10,6/7/10,1
20100525,NE,100,0,0,0,0,0,5/25/10,5/31/10,1
20100518,NE,100,0,0,0,0,0,5/18/10,5/24/10,1
20100511,NE,100,0,0,0,0,0,5/11/10,5/17/10,1
20100504,NE,100,0,0,0,0,0,5/4/10,5/10/10,1
20100427,NE,100,0,0,0,0,0,4/27/10,5/3/10,1
20100420,NE,100,0,0,0,0,0,4/20/10,4/26/10,1
20100413,NE,100,0,0,0,0,0,4/13/10,4/19/10,1
20100406,NE,100,0,0,0,0,0,4/6/10,4/12/10,1
20100330,NE,100,0,0,0,0,0,3/30/10,4/5/10,1
20100323,NE,100,0,0,0,0,0,3/23/10,3/29/10,1
20100316,NE,100,0,0,0,0,0,3/16/10,3/22/10,1
20100309,NE,100,0,0,0,0,0,3/9/10,3/15/10,1
20100302,NE,100,0,0,0,0,0,3/2/10,3/8/10,1
20100223,NE,100,0,0,0,0,0,2/23/10,3/1/10,1
20100216,NE,100,0,0,0,0,0,2/16/10,2/22/10,1
20100209,NE,100,0,0,0,0,0,2/9/10,2/15/10,1
20100202,NE,100,0,0,0,0,0,2/2/10,2/8/10,1
20100126,NE,100,0,0,0,0,0,1/26/10,2/1/10,1
20100119,NE,100,0,0,0,0,0,1/19/10,1/25/10,1
20100112,NE,100,0,0,0,0,0,1/12/10,1/18/10,1
20100105,NE,100,0,0,0,0,0,1/5/10,1/11/10,1
20091229,NE,100,0,0,0,0,0,12/29/09,1/4/10,1
20091222,NE,100,0,0,0,0,0,12/22/09,12/28/09,1
20091215,NE,100,0,0,0,0,0,12/15/09,12/21/09,1
20091208,NE,100,0,0,0,0,0,12/8/09,12/14/09,1
20091201,NE,100,0,0,0,0,0,12/1/09,12/7/09,1
20091124,NE,100,0,0,0,0,0,11/24/09,11/30/09,1
20091117,NE,100,0,0,0,0,0,11/17/09,11/23/09,1
20091110,NE,100,0,0,0,0,0,11/10/09,11/16/09,1
20091103,NE,100,0,0,0,0,0,11/3/09,11/9/09,1
20091027,NE,100,0,0,0,0,0,10/27/09,11/2/09,1
20091020,NE,83.46,16.54,0,0,0,0,10/20/09,10/26/09,1
20091013,NE,84.75,15.25,0,0,0,0,10/13/09,10/19/09,1
20091006,NE,81.59,18.41,0,0,0,0,10/6/09,10/12/09,1
20090929,NE,95.67,4.33,0,0,0,0,9/29/09,10/5/09,1
20090922,NE,95.67,4.33,0,0,0,0,9/22/09,9/28/09,1
20090915,NE,95.67,4.33,0,0,0,0,9/15/09,9/21/09,1
20090908,NE,95.31,4.69,0,0,0,0,9/8/09,9/14/09,1
20090901,NE,95.31,4.69,0,0,0,0,9/1/09,9/7/09,1
20090825,NE,88.61,11.39,3.53,0,0,0,8/25/09,8/31/09,1
20090818,NE,88.61,11.39,3.53,0,0,0,8/18/09,8/24/09,1
20090811,NE,71.13,28.87,5.02,0,0,0,8/11/09,8/17/09,1
20090804,NE,71.15,28.85,2.76,0,0,0,8/4/09,8/10/09,1
20090728,NE,76.25,23.75,2.06,0,0,0,7/28/09,8/3/09,1
20090721,NE,76.25,23.75,2.06,0,0,0,7/21/09,7/27/09,1
20090714,NE,83.71,16.29,2.06,0,0,0,7/14/09,7/20/09,1
20090707,NE,94.73,5.27,1.64,0,0,0,7/7/09,7/13/09,1
20090630,NE,95.35,4.65,2.1,0,0,0,6/30/09,7/6/09,1
20090623,NE,87,13,0.67,0,0,0,6/23/09,6/29/09,1
20090616,NE,79.64,20.36,0,0,0,0,6/16/09,6/22/09,1
20090609,NE,72.06,27.94,0,0,0,0,6/9/09,6/15/09,1
20090602,NE,61.22,38.78,0,0,0,0,6/2/09,6/8/09,1
20090526,NE,83.22,16.78,0,0,0,0,5/26/09,6/1/09,1
20090519,NE,77.78,22.22,0,0,0,0,5/19/09,5/25/09,1
20090512,NE,85.7,14.3,0,0,0,0,5/12/09,5/18/09,1
20090505,NE,85.88,14.12,0,0,0,0,5/5/09,5/11/09,1
20090428,NE,71.81,28.19,0,0,0,0,4/28/09,5/4/09,1
20090421,NE,98.43,1.57,0,0,0,0,4/21/09,4/27/09,1
20090414,NE,89.26,10.74,0,0,0,0,4/14/09,4/20/09,1
20090407,NE,86.31,13.69,0,0,0,0,4/7/09,4/13/09,1
20090331,NE,87.85,12.15,0,0,0,0,3/31/09,4/6/09,1
20090324,NE,87.37,12.63,0,0,0,0,3/24/09,3/30/09,1
20090317,NE,88.99,11.01,0,0,0,0,3/17/09,3/23/09,1
20090310,NE,88.99,11.01,0,0,0,0,3/10/09,3/16/09,1
20090303,NE,88.99,11.01,0,0,0,0,3/3/09,3/9/09,1
20090224,NE,89.48,10.52,0,0,0,0,2/24/09,3/2/09,1
20090217,NE,89.48,10.52,0,0,0,0,2/17/09,2/23/09,1
20090210,NE,89.48,10.52,0,0,0,0,2/10/09,2/16/09,1
20090203,NE,89.48,10.52,0,0,0,0,2/3/09,2/9/09,1
20090127,NE,89.51,10.49,0,0,0,0,1/27/09,2/2/09,1
20090120,NE,89.77,10.23,0,0,0,0,1/20/09,1/26/09,1
20090113,NE,89.77,10.23,0,0,0,0,1/13/09,1/19/09,1
20090106,NE,89.77,10.23,0,0,0,0,1/6/09,1/12/09,1
20081230,NE,89.77,10.23,0,0,0,0,12/30/08,1/5/09,1
20081223,NE,89.77,10.23,0,0,0,0,12/23/08,12/29/08,1
20081216,NE,89.77,10.23,0,0,0,0,12/16/08,12/22/08,1
20081209,NE,89.77,10.23,0,0,0,0,12/9/08,12/15/08,1
20081202,NE,89.77,10.23,0,0,0,0,12/2/08,12/8/08,1
20081125,NE,90.21,9.79,0,0,0,0,11/25/08,12/1/08,1
20081118,NE,90.21,9.79,0,0,0,0,11/18/08,11/24/08,1
20081111,NE,90.7,9.3,0,0,0,0,11/11/08,11/17/08,1
20081104,NE,90.02,9.98,0,0,0,0,11/4/08,11/10/08,1
20081028,NE,90.02,9.98,0,0,0,0,10/28/08,11/3/08,1
20081021,NE,90.04,9.96,0,0,0,0,10/21/08,10/27/08,1
20081014,NE,89.98,10.02,0,0,0,0,10/14/08,10/20/08,1
20081007,NE,82.97,17.03,0,0,0,0,10/7/08,10/13/08,1
20080930,NE,82.97,17.03,0.18,0,0,0,9/30/08,10/6/08,1
20080923,NE,82.78,17.22,0.26,0,0,0,9/23/08,9/29/08,1
20080916,NE,77.74,22.26,0.26,0,0,0,9/16/08,9/22/08,1
20080909,NE,67.27,32.73,5.75,0,0,0,9/9/08,9/15/08,1
20080902,NE,57.5,42.5,11.95,0,0,0,9/2/08,9/8/08,1
20080826,NE,53.67,46.33,9.48,0,0,0,8/26/08,9/1/08,1
20080819,NE,72.71,27.29,3.38,0,0,0,8/19/08,8/25/08,1
20080812,NE,78.3,21.7,7.13,0,0,0,8/12/08,8/18/08,1
20080805,NE,51.61,48.39,11.93,0,0,0,8/5/08,8/11/08,1
20080729,NE,69.23,30.77,11.92,0,0,0,7/29/08,8/4/08,1
20080722,NE,69.22,30.78,11.73,0,0,0,7/22/08,7/28/08,1
20080715,NE,76.76,23.24,8.82,0,0,0,7/15/08,7/21/08,1
20080708,NE,76.98,23.02,8.82,0,0,0,7/8/08,7/14/08,1
20080701,NE,76.98,23.02,9.92,0,0,0,7/1/08,7/7/08,1
20080624,NE,76.98,23.02,9.92,0,0,0,6/24/08,6/30/08,1
20080617,NE,76.91,23.09,9.92,0,0,0,6/17/08,6/23/08,1
20080610,NE,77.08,22.92,10,4.92,0,0,6/10/08,6/16/08,1
20080603,NE,77.12,22.88,10,4.92,0,0,6/3/08,6/9/08,1
20080527,NE,77.12,22.88,10,4.92,0,0,5/27/08,6/2/08,1
20080520,NE,65.4,34.6,15.04,7.75,0,0,5/20/08,5/26/08,1
20080513,NE,65.4,34.6,15.08,7.75,0,0,5/13/08,5/19/08,1
20080506,NE,63.27,36.73,17.98,7.75,1.72,0,5/6/08,5/12/08,1
20080429,NE,66.67,33.33,19.12,7.75,1.72,0,4/29/08,5/5/08,1
20080422,NE,66.67,33.33,19.12,7.75,1.72,0,4/22/08,4/28/08,1
20080415,NE,66.67,33.33,19.12,7.75,1.72,0,4/15/08,4/21/08,1
20080408,NE,66.67,33.33,23.82,7.75,1.72,0,4/8/08,4/14/08,1
20080401,NE,66.67,33.33,23.82,7.75,1.72,0,4/1/08,4/7/08,1
20080325,NE,66.67,33.33,23.82,7.75,1.72,0,3/25/08,3/31/08,1
20080318,NE,66.67,33.33,23.82,7.75,1.72,0,3/18/08,3/24/08,1
20080311,NE,66.67,33.33,23.82,7.75,1.72,0,3/11/08,3/17/08,1
20080304,NE,66.67,33.33,15.75,7.75,1.72,0,3/4/08,3/10/08,1
20080226,NE,66.67,33.33,15.75,7.75,1.72,0,2/26/08,3/3/08,1
20080219,NE,66.67,33.33,15.75,7.75,1.72,0,2/19/08,2/25/08,1
20080212,NE,66.67,33.33,15.75,7.75,1.72,0,2/12/08,2/18/08,1
20080205,NE,66.67,33.33,15.75,7.75,1.72,0,2/5/08,2/11/08,1
20080129,NE,66.67,33.33,15.75,7.75,1.72,0,1/29/08,2/4/08,1
20080122,NE,66.7,33.3,15.75,7.75,1.72,0,1/22/08,1/28/08,1
20080115,NE,66.7,33.3,15.79,7.75,1.72,0,1/15/08,1/21/08,1
20080108,NE,66.7,33.3,15.79,7.75,1.72,0,1/8/08,1/14/08,1
20080101,NE,66.74,33.26,15.92,7.75,1.72,0,1/1/08,1/7/08,1
20071225,NE,66.74,33.26,15.92,7.75,1.72,0,12/25/07,12/31/07,1
20071218,NE,66.74,33.26,15.92,7.75,1.72,0,12/18/07,12/24/07,1
20071211,NE,66.43,33.57,15.9,7.75,1.72,0,12/11/07,12/17/07,1
20071204,NE,66.43,33.57,15.9,7.75,1.72,0,12/4/07,12/10/07,1
20071127,NE,69.11,30.89,15.9,7.75,1.72,0,11/27/07,12/3/07,1
20071120,NE,69.11,30.89,15.9,7.75,1.72,0,11/20/07,11/26/07,1
20071113,NE,69.11,30.89,15.9,7.75,1.72,0,11/13/07,11/19/07,1
20071106,NE,73.25,26.75,13.55,6.65,1.72,0,11/6/07,11/12/07,1
20071030,NE,73.25,26.75,13.55,6.65,1.72,0,10/30/07,11/5/07,1
20071023,NE,73.25,26.75,13.55,6.65,1.72,0,10/23/07,10/29/07,1
20071016,NE,73.25,26.75,13.55,6.65,1.72,0,10/16/07,10/22/07,1
20071009,NE,71.25,28.75,13.55,7.03,1.72,0,10/9/07,10/15/07,1
20071002,NE,70.93,29.07,13.57,7.03,1.72,0,10/2/07,10/8/07,1
20070925,NE,70.93,29.07,13.57,7.03,1.72,0,9/25/07,10/1/07,1
20070918,NE,58.39,41.61,13.57,7.03,1.72,0,9/18/07,9/24/07,1
20070911,NE,57.63,42.37,13.57,7.02,1.72,0,9/11/07,9/17/07,1
20070904,NE,71.33,28.67,13.57,7.02,1.72,0,9/4/07,9/10/07,1
20070828,NE,70.86,29.14,14.07,7.64,3.34,0,8/28/07,9/3/07,1
