ReleaseDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20160315,CO,72.25,27.75,0.03,0,0,0,3/15/16,3/21/16,1
20160308,CO,85.58,14.42,0,0,0,0,3/8/16,3/14/16,1
20160301,CO,91.03,8.97,0,0,0,0,3/1/16,3/7/16,1
20160223,CO,92.65,7.35,0,0,0,0,2/23/16,2/29/16,1
20160216,CO,92.65,7.35,0,0,0,0,2/16/16,2/22/16,1
20160209,CO,92.65,7.35,0,0,0,0,2/9/16,2/15/16,1
20160202,CO,89.95,10.05,0,0,0,0,2/2/16,2/8/16,1
20160126,CO,90.01,9.99,0,0,0,0,1/26/16,2/1/16,1
20160119,CO,90.01,9.99,0,0,0,0,1/19/16,1/25/16,1
20160112,CO,89.98,10.02,0,0,0,0,1/12/16,1/18/16,1
20160105,CO,90.02,9.98,0,0,0,0,1/5/16,1/11/16,1
20151229,CO,90.02,9.98,0,0,0,0,12/29/15,1/4/16,1
20151222,CO,88.11,11.89,0,0,0,0,12/22/15,12/28/15,1
20151215,CO,88.11,11.89,0,0,0,0,12/15/15,12/21/15,1
20151208,CO,84.47,15.53,0,0,0,0,12/8/15,12/14/15,1
20151201,CO,84.47,15.53,0,0,0,0,12/1/15,12/7/15,1
20151124,CO,82.89,17.11,0,0,0,0,11/24/15,11/30/15,1
20151117,CO,82.15,17.85,0,0,0,0,11/17/15,11/23/15,1
20151110,CO,79.91,20.09,0,0,0,0,11/10/15,11/16/15,1
20151103,CO,71.27,28.73,0,0,0,0,11/3/15,11/9/15,1
20151027,CO,68.15,31.85,0,0,0,0,10/27/15,11/2/15,1
20151020,CO,53.54,46.46,0,0,0,0,10/20/15,10/26/15,1
20151013,CO,65.61,34.39,0,0,0,0,10/13/15,10/19/15,1
20151006,CO,71.49,28.51,0,0,0,0,10/6/15,10/12/15,1
20150929,CO,71.49,28.51,0,0,0,0,9/29/15,10/5/15,1
20150922,CO,74.43,25.57,0,0,0,0,9/22/15,9/28/15,1
20150915,CO,89.49,10.51,0,0,0,0,9/15/15,9/21/15,1
20150908,CO,89.55,10.45,0,0,0,0,9/8/15,9/14/15,1
20150901,CO,97.01,2.99,0,0,0,0,9/1/15,9/7/15,1
20150825,CO,97.96,2.04,0,0,0,0,8/25/15,8/31/15,1
20150818,CO,97.96,2.04,0,0,0,0,8/18/15,8/24/15,1
20150811,CO,97.96,2.04,0,0,0,0,8/11/15,8/17/15,1
20150804,CO,97.95,2.05,0,0,0,0,8/4/15,8/10/15,1
20150728,CO,97.95,2.05,0,0,0,0,7/28/15,8/3/15,1
20150721,CO,97.96,2.04,0,0,0,0,7/21/15,7/27/15,1
20150714,CO,97.96,2.04,0,0,0,0,7/14/15,7/20/15,1
20150707,CO,74.22,25.78,0,0,0,0,7/7/15,7/13/15,1
20150630,CO,74.22,25.78,0,0,0,0,6/30/15,7/6/15,1
20150623,CO,74.22,25.78,0,0,0,0,6/23/15,6/29/15,1
20150616,CO,74.22,25.78,0,0,0,0,6/16/15,6/22/15,1
20150609,CO,60.25,39.75,2.81,0,0,0,6/9/15,6/15/15,1
20150602,CO,60.25,39.75,16.73,0,0,0,6/2/15,6/8/15,1
20150526,CO,58.23,41.77,16.96,0,0,0,5/26/15,6/1/15,1
20150519,CO,43.28,56.72,39.64,6.46,0,0,5/19/15,5/25/15,1
20150512,CO,42.49,57.51,49.14,20.25,0,0,5/12/15,5/18/15,1
20150505,CO,42.17,57.83,50.5,31.78,0,0,5/5/15,5/11/15,1
20150428,CO,41.76,58.24,50.86,35.92,0,0,4/28/15,5/4/15,1
20150421,CO,40.41,59.59,51.32,39.06,0.05,0,4/21/15,4/27/15,1
20150414,CO,25.49,74.51,51.74,39.75,0,0,4/14/15,4/20/15,1
20150407,CO,25.49,74.51,51.74,39.75,0,0,4/7/15,4/13/15,1
20150331,CO,32.22,67.78,51.74,39.75,0,0,3/31/15,4/6/15,1
20150324,CO,32.22,67.78,51.62,21.71,0,0,3/24/15,3/30/15,1
20150317,CO,36.34,63.66,51.51,12.2,0,0,3/17/15,3/23/15,1
20150310,CO,36.97,63.03,51.51,12.2,0,0,3/10/15,3/16/15,1
20150303,CO,36.97,63.03,51.46,12.2,0,0,3/3/15,3/9/15,1
20150224,CO,36.97,63.03,51.46,12.2,0,0,2/24/15,3/2/15,1
20150217,CO,36.97,63.03,51.46,12.2,0,0,2/17/15,2/23/15,1
20150210,CO,36.97,63.03,21.43,12.2,0,0,2/10/15,2/16/15,1
20150203,CO,36.97,63.03,21.43,12.26,0,0,2/3/15,2/9/15,1
20150127,CO,51.98,48.02,21.43,12.26,0,0,1/27/15,2/2/15,1
20150120,CO,69.87,30.13,21.43,12.26,0,0,1/20/15,1/26/15,1
20150113,CO,69.87,30.13,21.26,12.26,0,0,1/13/15,1/19/15,1
20150106,CO,69.87,30.13,21.26,12.26,0,0,1/6/15,1/12/15,1
20141230,CO,69.87,30.13,21.26,12.26,0,0,12/30/14,1/5/15,1
20141223,CO,69.87,30.13,21.26,12.26,0,0,12/23/14,12/29/14,1
20141216,CO,69.87,30.13,21.26,12.26,0,0,12/16/14,12/22/14,1
20141209,CO,69.87,30.13,21.26,12.26,0,0,12/9/14,12/15/14,1
20141202,CO,69.87,30.13,21.26,12.26,0,0,12/2/14,12/8/14,1
20141125,CO,69.87,30.13,21.26,12.26,0,0,11/25/14,12/1/14,1
20141118,CO,70,30,21.26,12.26,0,0,11/18/14,11/24/14,1
20141111,CO,70,30,21.26,12.26,0,0,11/11/14,11/17/14,1
20141104,CO,69.92,30.08,21.28,12.26,0,0,11/4/14,11/10/14,1
20141028,CO,69.94,30.06,21.28,12.26,0,0,10/28/14,11/3/14,1
20141021,CO,69.97,30.03,21.28,12.26,0,0,10/21/14,10/27/14,1
20141014,CO,69.97,30.03,21.28,12.26,0,0,10/14/14,10/20/14,1
20141007,CO,69.29,30.71,22.01,13.82,2.28,0,10/7/14,10/13/14,1
20140930,CO,68.96,31.04,22.94,13.82,2.31,0,9/30/14,10/6/14,1
20140923,CO,66.51,33.49,24,14.11,2.33,0,9/23/14,9/29/14,1
20140916,CO,63.98,36.02,25.12,15.56,2.67,0,9/16/14,9/22/14,1
20140909,CO,63.14,36.86,25.25,15.58,2.67,0,9/9/14,9/15/14,1
20140902,CO,63.14,36.86,25.35,15.58,2.67,0,9/2/14,9/8/14,1
20140826,CO,60.21,39.79,26.31,15.58,2.67,0,8/26/14,9/1/14,1
20140819,CO,59.9,40.1,26.79,15.58,2.67,0,8/19/14,8/25/14,1
20140812,CO,59.9,40.1,26.95,15.58,2.67,0,8/12/14,8/18/14,1
20140805,CO,59.92,40.08,26.96,15.52,2.67,0.52,8/5/14,8/11/14,1
20140729,CO,59.92,40.08,27.03,15.55,3.18,0.92,7/29/14,8/4/14,1
20140722,CO,59.92,40.08,26.66,15.55,3.74,0.92,7/22/14,7/28/14,1
20140715,CO,58.79,41.21,28.08,16.67,5.43,0.92,7/15/14,7/21/14,1
20140708,CO,54.12,45.88,29.88,17.3,7.99,1.22,7/8/14,7/14/14,1
20140701,CO,54.12,45.88,25.85,17.3,9.32,1.89,7/1/14,7/7/14,1
20140624,CO,50.84,49.16,26.49,17.3,9.32,1.89,6/24/14,6/30/14,1
20140617,CO,50.84,49.16,26.49,17.3,9.31,1.89,6/17/14,6/23/14,1
20140610,CO,50.86,49.14,25.38,16.56,9.33,1.89,6/10/14,6/16/14,1
20140603,CO,50.27,49.73,30.04,18.85,12.49,1.89,6/3/14,6/9/14,1
20140527,CO,44.71,55.29,30.04,18.86,12.49,1.93,5/27/14,6/2/14,1
20140520,CO,44.71,55.29,32.79,18.86,12.49,1.93,5/20/14,5/26/14,1
20140513,CO,44.71,55.29,32.79,18.86,12.49,1.91,5/13/14,5/19/14,1
20140506,CO,36.4,63.6,31.93,18.85,8.38,1.89,5/6/14,5/12/14,1
20140429,CO,36.4,63.6,29.64,18.77,8.38,1.89,4/29/14,5/5/14,1
20140422,CO,39.35,60.65,24.09,16.14,7.38,1.89,4/22/14,4/28/14,1
20140415,CO,38.49,61.51,24.29,16.14,6.87,1.47,4/15/14,4/21/14,1
20140408,CO,38.38,61.62,23.4,15.06,6.9,1.47,4/8/14,4/14/14,1
20140401,CO,38.38,61.62,23.4,14.93,6.9,1.47,4/1/14,4/7/14,1
20140325,CO,38.38,61.62,22.62,14.93,5.66,1.47,3/25/14,3/31/14,1
20140318,CO,38.9,61.1,21.62,13.69,5.58,1.47,3/18/14,3/24/14,1
20140311,CO,38.9,61.1,21.36,13.54,4.23,1.47,3/11/14,3/17/14,1
20140304,CO,27.67,72.33,22.33,13.54,4.23,1.47,3/4/14,3/10/14,1
20140225,CO,27.32,72.68,22.41,13.51,4.06,1.47,2/25/14,3/3/14,1
20140218,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/18/14,2/24/14,1
20140211,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/11/14,2/17/14,1
20140204,CO,25.06,74.94,22.62,13.82,4.06,1.47,2/4/14,2/10/14,1
20140128,CO,25.06,74.94,22.62,13.82,4.06,1.47,1/28/14,2/3/14,1
20140121,CO,31.96,68.04,22.52,13.56,4.01,1.47,1/21/14,1/27/14,1
20140114,CO,31.96,68.04,22.52,13.56,4.01,1.47,1/14/14,1/20/14,1
20140107,CO,32.04,67.96,22.33,13.56,4.01,1.47,1/7/14,1/13/14,1
20131231,CO,32.04,67.96,22.33,13.56,4.01,1.47,12/31/13,1/6/14,1
20131224,CO,32.04,67.96,22.33,13.56,4.66,1.47,12/24/13,12/30/13,1
20131217,CO,32.04,67.96,20.95,12.5,4.01,1.47,12/17/13,12/23/13,1
20131210,CO,32.04,67.96,20.95,12.02,4.01,1.47,12/10/13,12/16/13,1
20131203,CO,32.04,67.96,20.95,12.01,4.01,1.47,12/3/13,12/9/13,1
20131126,CO,32.04,67.96,20.95,12.01,4.01,1.47,11/26/13,12/2/13,1
20131119,CO,26.04,73.96,21.01,12.01,4.01,1.47,11/19/13,11/25/13,1
20131112,CO,26.04,73.96,21.01,12.01,4.01,1.47,11/12/13,11/18/13,1
20131105,CO,26.04,73.96,21.04,12.01,4.01,1.47,11/5/13,11/11/13,1
20131029,CO,24.82,75.18,26.62,12.01,4.01,1.47,10/29/13,11/4/13,1
20131022,CO,24.82,75.18,26.62,12.01,4.01,1.47,10/22/13,10/28/13,1
20131015,CO,24.72,75.28,33.43,12.01,4.01,1.47,10/15/13,10/21/13,1
20131008,CO,24.89,75.11,38.35,12.01,4.01,1.47,10/8/13,10/14/13,1
20131001,CO,24.91,75.09,37.88,12.01,4.01,1.47,10/1/13,10/7/13,1
20130924,CO,19.96,80.04,40.26,15.75,4.01,1.47,9/24/13,9/30/13,1
20130917,CO,15.79,84.21,64.59,16.99,4.01,1.47,9/17/13,9/23/13,1
20130910,CO,1.97,98.03,93.08,58.3,18.65,3.01,9/10/13,9/16/13,1
20130903,CO,1.91,98.09,93.75,59.65,21.67,3.01,9/3/13,9/9/13,1
20130827,CO,1.91,98.09,93.81,59.65,22.17,2.48,8/27/13,9/2/13,1
20130820,CO,1.53,98.47,93.81,61.74,25.07,2.9,8/20/13,8/26/13,1
20130813,CO,1.53,98.47,93.82,68.72,26.33,3.04,8/13/13,8/19/13,1
20130806,CO,0,100,93.43,71.62,27.18,8.18,8/6/13,8/12/13,1
20130730,CO,0,100,95.26,81.43,31.51,15.32,7/30/13,8/5/13,1
20130723,CO,0,100,95.49,83.12,31.17,16.72,7/23/13,7/29/13,1
20130716,CO,0,100,98.12,83.12,33.91,16.72,7/16/13,7/22/13,1
20130709,CO,0,100,100,83.12,39.2,17.54,7/9/13,7/15/13,1
20130702,CO,0,100,100,83.12,39.2,17.54,7/2/13,7/8/13,1
20130625,CO,0,100,100,79.46,39.21,17.54,6/25/13,7/1/13,1
20130618,CO,0,100,100,75.28,35.5,17.54,6/18/13,6/24/13,1
20130611,CO,0,100,93.18,72.19,26.51,15.91,6/11/13,6/17/13,1
20130604,CO,0,100,93.18,72.32,26.51,15.84,6/4/13,6/10/13,1
20130528,CO,0,100,93.18,71.71,23.85,15.84,5/28/13,6/3/13,1
20130521,CO,0,100,93.18,71.71,23.84,15.84,5/21/13,5/27/13,1
20130514,CO,0,100,93.18,71.71,24.53,15.84,5/14/13,5/20/13,1
20130507,CO,0,100,95.49,75.99,26.97,17.93,5/7/13,5/13/13,1
20130430,CO,0,100,100,78.08,26.98,17.51,4/30/13,5/6/13,1
20130423,CO,0,100,100,78.08,32.19,16.24,4/23/13,4/29/13,1
20130416,CO,0,100,100,84.78,38.37,13.63,4/16/13,4/22/13,1
20130409,CO,0,100,100,88.97,45.92,13.63,4/9/13,4/15/13,1
20130402,CO,0,100,100,88.97,45.98,13.83,4/2/13,4/8/13,1
20130326,CO,0,100,100,88.97,45.98,13.83,3/26/13,4/1/13,1
20130319,CO,0,100,100,88.97,48.06,21.22,3/19/13,3/25/13,1
20130312,CO,0,100,100,88.97,48.06,21.22,3/12/13,3/18/13,1
20130305,CO,0,100,100,88.99,48.04,21.22,3/5/13,3/11/13,1
20130226,CO,0,100,100,91.3,51.14,24.92,2/26/13,3/4/13,1
20130219,CO,0,100,100,91.3,51.14,24.92,2/19/13,2/25/13,1
20130212,CO,0,100,100,91.3,50.99,24.92,2/12/13,2/18/13,1
20130205,CO,0,100,100,100,54.29,24.92,2/5/13,2/11/13,1
20130129,CO,0,100,100,100,58.58,13.5,1/29/13,2/4/13,1
20130122,CO,0,100,100,100,58.64,13.5,1/22/13,1/28/13,1
20130115,CO,0,100,100,100,58.64,13.5,1/15/13,1/21/13,1
20130108,CO,0,100,100,95.06,53.47,13.48,1/8/13,1/14/13,1
20130101,CO,0,100,100,95.06,53.47,13.48,1/1/13,1/7/13,1
20121225,CO,0,100,100,95.06,53.47,13.48,12/25/12,12/31/12,1
20121218,CO,0,100,100,95.06,53.47,13.48,12/18/12,12/24/12,1
20121211,CO,0,100,100,95.06,53.43,13.48,12/11/12,12/17/12,1
20121204,CO,0,100,100,95.06,53.43,13.48,12/4/12,12/10/12,1
20121127,CO,0,100,100,93.27,51.05,12.56,11/27/12,12/3/12,1
20121120,CO,0,100,100,91.52,48.56,12.56,11/20/12,11/26/12,1
20121113,CO,0,100,100,91.52,48.56,12.5,11/13/12,11/19/12,1
20121106,CO,0,100,100,91.33,48.56,13.69,11/6/12,11/12/12,1
20121030,CO,0,100,100,91.33,51.05,14.01,10/30/12,11/5/12,1
20121023,CO,0,100,100,91.36,51.05,14.01,10/23/12,10/29/12,1
20121016,CO,0,100,100,91.36,51.05,14.01,10/16/12,10/22/12,1
20121009,CO,0,100,100,91.93,53.07,14.02,10/9/12,10/15/12,1
20121002,CO,0,100,100,97.91,55.48,16.4,10/2/12,10/8/12,1
20120925,CO,0,100,100,100,61.75,16.89,9/25/12,10/1/12,1
20120918,CO,0,100,100,100,61.75,16.89,9/18/12,9/24/12,1
20120911,CO,0,100,100,100,61.95,16.13,9/11/12,9/17/12,1
20120904,CO,0,100,100,100,64.08,13.76,9/4/12,9/10/12,1
20120828,CO,0,100,100,99.96,67.31,12.3,8/28/12,9/3/12,1
20170829,KS,62.5,37.5,19.9,0,0,0,8/29/17,9/4/17,1
20170822,KS,63.49,36.51,18.52,0,0,0,8/22/17,8/28/17,1
20170815,KS,63.16,36.84,13.87,0,0,0,8/15/17,8/21/17,1
20170808,KS,56.09,43.91,13.87,0,0,0,8/8/17,8/14/17,1
20170801,KS,50.42,49.58,4.83,0,0,0,8/1/17,8/7/17,1
20170725,KS,49.39,50.61,4.83,0,0,0,7/25/17,7/31/17,1
20170718,KS,60.28,39.72,5.3,0,0,0,7/18/17,7/24/17,1
20170711,KS,84.26,15.74,0,0,0,0,7/11/17,7/17/17,1
20170704,KS,84.33,15.67,0,0,0,0,7/4/17,7/10/17,1
20170627,KS,83.07,16.93,0,0,0,0,6/27/17,7/3/17,1
20170620,KS,98.9,1.1,0,0,0,0,6/20/17,6/26/17,1
20170613,KS,91.68,8.32,0,0,0,0,6/13/17,6/19/17,1
20170606,KS,100,0,0,0,0,0,6/6/17,6/12/17,1
20170530,KS,100,0,0,0,0,0,5/30/17,6/5/17,1
20170523,KS,100,0,0,0,0,0,5/23/17,5/29/17,1
20170516,KS,100,0,0,0,0,0,5/16/17,5/22/17,1
20170509,KS,100,0,0,0,0,0,5/9/17,5/15/17,1
20170502,KS,100,0,0,0,0,0,5/2/17,5/8/17,1
20170425,KS,88.39,11.61,0,0,0,0,4/25/17,5/1/17,1
20170418,KS,54.04,45.96,0.3,0,0,0,4/18/17,4/24/17,1
20170411,KS,49.35,50.65,8.55,0,0,0,4/11/17,4/17/17,1
20170404,KS,54.28,45.72,10.41,0.53,0,0,4/4/17,4/10/17,1
20170328,KS,9.58,90.42,42.82,9.01,0.57,0,3/28/17,4/3/17,1
20170321,KS,3,97,47.87,9.01,0.57,0,3/21/17,3/27/17,1
20170314,KS,31.83,68.17,39.34,9.01,0.57,0,3/14/17,3/20/17,1
20170307,KS,31.83,68.17,39.34,9.01,0.57,0,3/7/17,3/13/17,1
20170228,KS,34.23,65.77,37.34,6.68,0,0,2/28/17,3/6/17,1
20170221,KS,34.23,65.77,26.2,6.68,0,0,2/21/17,2/27/17,1
20170214,KS,35.09,64.91,26.2,6.68,0,0,2/14/17,2/20/17,1
20170207,KS,35.09,64.91,26.02,6.68,0,0,2/7/17,2/13/17,1
20170131,KS,35.09,64.91,26.02,6.68,0,0,1/31/17,2/6/17,1
20170124,KS,35.09,64.91,26.03,6.68,0,0,1/24/17,1/30/17,1
20170117,KS,35.26,64.74,26.03,6.68,0,0,1/17/17,1/23/17,1
20170110,KS,17.31,82.69,42.27,13.58,0,0,1/10/17,1/16/17,1
20170103,KS,17.31,82.69,30.71,13.58,0,0,1/3/17,1/9/17,1
20161227,KS,17.31,82.69,30.71,13.58,0,0,12/27/16,1/2/17,1
20161220,KS,47.18,52.82,30.71,13.58,0,0,12/20/16,12/26/16,1
20161213,KS,47.35,52.65,30.71,13.58,0,0,12/13/16,12/19/16,1
20161206,KS,47.57,52.43,29.56,10.94,0,0,12/6/16,12/12/16,1
20161129,KS,47.46,52.54,30.5,10.5,0,0,11/29/16,12/5/16,1
20161122,KS,61.91,38.09,26.69,0,0,0,11/22/16,11/28/16,1
20161115,KS,61.91,38.09,26.69,0,0,0,11/15/16,11/21/16,1
20161108,KS,66.04,33.96,11.7,0,0,0,11/8/16,11/14/16,1
20161101,KS,66.04,33.96,4.19,0,0,0,11/1/16,11/7/16,1
20161025,KS,68.75,31.25,4.19,0,0,0,10/25/16,10/31/16,1
20161018,KS,70.65,29.35,3.07,0,0,0,10/18/16,10/24/16,1
20161011,KS,86.63,13.37,0,0,0,0,10/11/16,10/17/16,1
20161004,KS,86.63,13.37,0,0,0,0,10/4/16,10/10/16,1
20160927,KS,100,0,0,0,0,0,9/27/16,10/3/16,1
20160920,KS,100,0,0,0,0,0,9/20/16,9/26/16,1
20160913,KS,100,0,0,0,0,0,9/13/16,9/19/16,1
20160906,KS,98.9,1.1,0,0,0,0,9/6/16,9/12/16,1
20160830,KS,94.79,5.21,0.97,0,0,0,8/30/16,9/5/16,1
20160823,KS,87.36,12.64,0.97,0,0,0,8/23/16,8/29/16,1
20160816,KS,86.96,13.04,0,0,0,0,8/16/16,8/22/16,1
20160809,KS,86.92,13.08,0,0,0,0,8/9/16,8/15/16,1
20160802,KS,86.67,13.33,0,0,0,0,8/2/16,8/8/16,1
20160726,KS,93.53,6.47,0,0,0,0,7/26/16,8/1/16,1
20160719,KS,95.84,4.16,0,0,0,0,7/19/16,7/25/16,1
20160712,KS,95.84,4.16,0,0,0,0,7/12/16,7/18/16,1
20160705,KS,95.45,4.55,0,0,0,0,7/5/16,7/11/16,1
20160628,KS,79.16,20.84,0,0,0,0,6/28/16,7/4/16,1
20160621,KS,91.82,8.18,0,0,0,0,6/21/16,6/27/16,1
20160614,KS,100,0,0,0,0,0,6/14/16,6/20/16,1
20160607,KS,100,0,0,0,0,0,6/7/16,6/13/16,1
20160531,KS,100,0,0,0,0,0,5/31/16,6/6/16,1
20160524,KS,100,0,0,0,0,0,5/24/16,5/30/16,1
20160517,KS,100,0,0,0,0,0,5/17/16,5/23/16,1
20160510,KS,98.79,1.21,0,0,0,0,5/10/16,5/16/16,1
20160503,KS,86.07,13.93,0,0,0,0,5/3/16,5/9/16,1
20160426,KS,42.54,57.46,11.12,0,0,0,4/26/16,5/2/16,1
20160419,KS,31.74,68.26,15.03,0,0,0,4/19/16,4/25/16,1
20160412,KS,2.55,97.45,51.98,0.14,0,0,4/12/16,4/18/16,1
20160405,KS,6.59,93.41,35.64,0,0,0,4/5/16,4/11/16,1
20160329,KS,25.99,74.01,22.2,0,0,0,3/29/16,4/4/16,1
20160322,KS,43.24,56.76,7.25,0,0,0,3/22/16,3/28/16,1
20160315,KS,72,28,0.52,0,0,0,3/15/16,3/21/16,1
20160308,KS,83.85,16.15,0,0,0,0,3/8/16,3/14/16,1
20160301,KS,94.55,5.45,0,0,0,0,3/1/16,3/7/16,1
20160223,KS,98.32,1.68,0,0,0,0,2/23/16,2/29/16,1
20160216,KS,98.32,1.68,0,0,0,0,2/16/16,2/22/16,1
20160209,KS,98.32,1.68,0,0,0,0,2/9/16,2/15/16,1
20160202,KS,97.84,2.16,0,0,0,0,2/2/16,2/8/16,1
20160126,KS,97.84,2.16,0,0,0,0,1/26/16,2/1/16,1
20160119,KS,97.84,2.16,0,0,0,0,1/19/16,1/25/16,1
20160112,KS,97.84,2.16,0,0,0,0,1/12/16,1/18/16,1
20160105,KS,97.84,2.16,0,0,0,0,1/5/16,1/11/16,1
20151229,KS,97.84,2.16,0,0,0,0,12/29/15,1/4/16,1
20151222,KS,95.01,4.99,0,0,0,0,12/22/15,12/28/15,1
20151215,KS,95.01,4.99,0,0,0,0,12/15/15,12/21/15,1
20151208,KS,48.38,51.62,4.51,0,0,0,12/8/15,12/14/15,1
20151201,KS,46.33,53.67,4.51,0,0,0,12/1/15,12/7/15,1
20151124,KS,45.49,54.51,12.95,0,0,0,11/24/15,11/30/15,1
20151117,KS,36.51,63.49,14.56,0,0,0,11/17/15,11/23/15,1
20151110,KS,27.86,72.14,20.49,0,0,0,11/10/15,11/16/15,1
20151103,KS,26.86,73.14,15.1,0,0,0,11/3/15,11/9/15,1
20151027,KS,25.31,74.69,14.29,0,0,0,10/27/15,11/2/15,1
20151020,KS,31.1,68.9,9.57,0,0,0,10/20/15,10/26/15,1
20151013,KS,50.29,49.71,4.48,0,0,0,10/13/15,10/19/15,1
20151006,KS,69.76,30.24,4.48,0,0,0,10/6/15,10/12/15,1
20150929,KS,80.79,19.21,4.48,0,0,0,9/29/15,10/5/15,1
20150922,KS,80.52,19.48,4.48,0,0,0,9/22/15,9/28/15,1
20150915,KS,81.39,18.61,1.65,0,0,0,9/15/15,9/21/15,1
20150908,KS,82.21,17.79,0,0,0,0,9/8/15,9/14/15,1
20150901,KS,88.23,11.77,0,0,0,0,9/1/15,9/7/15,1
20150825,KS,93.12,6.88,0,0,0,0,8/25/15,8/31/15,1
20150818,KS,93.12,6.88,0,0,0,0,8/18/15,8/24/15,1
20150811,KS,93.12,6.88,0,0,0,0,8/11/15,8/17/15,1
20150804,KS,68.33,31.67,3.49,0,0,0,8/4/15,8/10/15,1
20150728,KS,68.33,31.67,3.49,0,0,0,7/28/15,8/3/15,1
20150721,KS,78.21,21.79,3.49,0,0,0,7/21/15,7/27/15,1
20150714,KS,78.76,21.24,3.49,0,0,0,7/14/15,7/20/15,1
20150707,KS,90.36,9.64,3.49,0,0,0,7/7/15,7/13/15,1
20150630,KS,90.36,9.64,3.49,0,0,0,6/30/15,7/6/15,1
20150623,KS,90.36,9.64,3.49,0,0,0,6/23/15,6/29/15,1
20150616,KS,86.45,13.55,3.81,0,0,0,6/16/15,6/22/15,1
20150609,KS,76.89,23.11,4.3,0,0,0,6/9/15,6/15/15,1
20150602,KS,76.35,23.65,4.68,0,0,0,6/2/15,6/8/15,1
20150526,KS,66.92,33.08,6.23,0,0,0,5/26/15,6/1/15,1
20150519,KS,39.71,60.29,32.4,7.55,0,0,5/19/15,5/25/15,1
20150512,KS,21.55,78.45,49.17,14.63,0.47,0,5/12/15,5/18/15,1
20150505,KS,8.63,91.37,67.96,24.68,1.52,0,5/5/15,5/11/15,1
20150428,KS,8.01,91.99,67.89,26.18,3.17,0,4/28/15,5/4/15,1
20150421,KS,8.01,91.99,67.89,27.56,4.04,0,4/21/15,4/27/15,1
20150414,KS,7.88,92.12,68.18,27.67,4.92,0,4/14/15,4/20/15,1
20150407,KS,6.52,93.48,68.7,27.67,4.92,0,4/7/15,4/13/15,1
20150331,KS,6.52,93.48,68.7,22.45,1.88,0,3/31/15,4/6/15,1
20150324,KS,7.24,92.76,68.7,22.45,1.88,0,3/24/15,3/30/15,1
20150317,KS,7.08,92.92,53.95,18.67,1.88,0,3/17/15,3/23/15,1
20150310,KS,7.08,92.92,44.51,18.67,1.88,0,3/10/15,3/16/15,1
20150303,KS,11.06,88.94,41.7,18.67,1.88,0,3/3/15,3/9/15,1
20150224,KS,11.06,88.94,41.7,18.67,1.88,0,2/24/15,3/2/15,1
20150217,KS,11.06,88.94,38.75,18.67,1.88,0,2/17/15,2/23/15,1
20150210,KS,11.06,88.94,38.75,18.67,1.88,0,2/10/15,2/16/15,1
20150203,KS,11.07,88.93,37.8,18.58,1.88,0,2/3/15,2/9/15,1
20150127,KS,0.46,99.54,37.66,18.58,1.88,0,1/27/15,2/2/15,1
20150120,KS,3.23,96.77,37.66,18.58,1.88,0,1/20/15,1/26/15,1
20150113,KS,19.49,80.51,37.49,18.58,1.88,0,1/13/15,1/19/15,1
20150106,KS,19.49,80.51,37.49,18.58,1.88,0,1/6/15,1/12/15,1
20141230,KS,19.49,80.51,37.49,18.3,2.25,0,12/30/14,1/5/15,1
20141223,KS,19.49,80.51,37.49,18.3,2.25,0,12/23/14,12/29/14,1
20141216,KS,19.49,80.51,37.49,18.3,2.25,0,12/16/14,12/22/14,1
20141209,KS,18.56,81.44,38.58,19.34,2.25,0,12/9/14,12/15/14,1
20141202,KS,18.56,81.44,38.58,19.34,2.25,0,12/2/14,12/8/14,1
20141125,KS,29.1,70.9,38.58,19.34,2.25,0,11/25/14,12/1/14,1
20141118,KS,34.34,65.66,38.58,19.34,2.25,0,11/18/14,11/24/14,1
20141111,KS,34.34,65.66,38.58,19.34,2.25,0,11/11/14,11/17/14,1
20141104,KS,34.55,65.45,38.7,19.34,2.25,0,11/4/14,11/10/14,1
20141028,KS,32.99,67.01,37.5,19.49,2.25,0,10/28/14,11/3/14,1
20141021,KS,32.9,67.1,37.5,19.49,2.25,0,10/21/14,10/27/14,1
20141014,KS,32.12,67.88,37.5,19.49,2.25,0,10/14/14,10/20/14,1
20141007,KS,24.89,75.11,44.76,19.5,2.25,0,10/7/14,10/13/14,1
20140930,KS,18.51,81.49,46.13,19.5,2.37,0,9/30/14,10/6/14,1
20140923,KS,20.2,79.8,46.13,15.4,2.01,0,9/23/14,9/29/14,1
20140916,KS,20.2,79.8,46.13,15.4,2.01,0,9/16/14,9/22/14,1
20140909,KS,17.1,82.9,46.13,15.4,5.46,0,9/9/14,9/15/14,1
20140902,KS,5.91,94.09,72.09,18.36,5.46,0,9/2/14,9/8/14,1
20140826,KS,2.73,97.27,87.92,20.23,5.58,0,8/26/14,9/1/14,1
20140819,KS,2.73,97.27,87.86,20.15,5.58,0,8/19/14,8/25/14,1
20140812,KS,2.51,97.49,88.03,20.15,6.26,0,8/12/14,8/18/14,1
20140805,KS,1.5,98.5,92.27,25.1,6.46,0,8/5/14,8/11/14,1
